,Result,Target,PR_Interval,RR_Interval,RS_Interval
56035,N,0,0.080555556,0.152777778,0.247222222
56036,N,0,0.083333333,0.138888889,0.25
56037,N,0,0.069444444,0.086111111,0.155555556
56038,N,0,0.091666667,0.158333333,0.291666667
56039,N,0,0.111111111,0.15,0.233333333
56040,N,0,0.088888889,0.155555556,0.286111111
56041,N,0,0.272222222,0.144444444,0.375
56042,N,0,0.072222222,0.052777778,0.111111111
56043,N,0,0.094444444,0.177777778,0.258333333
56044,N,0,0.094444444,0.152777778,0.319444444
56045,N,0,0.083333333,0.152777778,0.263888889
56046,N,0,0.191666667,0.105555556,0.147222222
56047,N,0,0.288888889,0.222222222,0.352777778
56048,N,0,0.15,0.108333333,0.136111111
56049,N,0,0.094444444,0.163888889,0.477777778
56050,N,0,0.119444444,0.183333333,0.25
56051,N,0,0.058333333,0.108333333,-4301.366667
56052,N,0,4567.369444,4567.433333,0.213888889
56053,N,0,0.230555556,0.138888889,-4835.572222
56054,N,0,0.172222222,0.144444444,0.283333333
56055,N,0,0.1,0.169444444,0.344444444
56056,N,0,0.086111111,0.138888889,0.25
56057,N,0,0.169444444,0.197222222,0.2
56058,N,0,0.080555556,0.141666667,0.208333333
56059,N,0,0.083333333,0.130555556,0.191666667
56060,N,0,0.05,0.1,0.197222222
56061,N,0,0.358333333,0.211111111,0.144444444
56062,N,0,0.066666667,0.072222222,0.183333333
56063,N,0,0.086111111,0.155555556,0.25
56064,N,0,0.088888889,0.15,0.225
56065,N,0,0.161111111,0.216666667,0.241666667
56066,N,0,0.088888889,0.138888889,0.419444444
56067,N,0,0.163888889,0.227777778,0.283333333
56068,N,0,0.183333333,0.136111111,0.141666667
56069,N,0,0.094444444,0.136111111,0.316666667
56070,N,0,0.255555556,0.144444444,0.063888889
56071,N,0,0.088888889,0.15,0.255555556
56072,N,0,0.083333333,0.15,0.241666667
56073,N,0,0,0,4384.344444
56074,N,0,0.083333333,0.141666667,0.222222222
56075,N,0,0.075,0.080555556,0.144444444
56076,N,0,0.086111111,0.144444444,0.230555556
56077,N,0,0.094444444,0.163888889,0.194444444
56078,N,0,0.213888889,0.130555556,0.213888889
56079,N,0,0.077777778,0.125,0.211111111
56080,N,0,0.077777778,0.102777778,0.158333333
56081,N,0,0.077777778,0.105555556,0.161111111
56082,N,0,0.080555556,0.122222222,0.166666667
56083,N,0,0.075,0.138888889,0.230555556
56084,N,0,0.125,0.205555556,0.222222222
56085,N,0,0.075,0.138888889,0.233333333
56086,N,0,0.083333333,0.138888889,0.247222222
56087,N,0,0.186111111,0.152777778,0.163888889
56088,N,0,0.105555556,0.144444444,0.172222222
56089,N,0,0.080555556,0.144444444,0.361111111
56090,N,0,0.083333333,0.138888889,0.219444444
56091,N,0,0.083333333,0.136111111,0.25
56092,N,0,0.338888889,0.222222222,0.147222222
56093,N,0,0.077777778,0.141666667,0.247222222
56094,N,0,0.05,0.116666667,0.244444444
56095,N,0,0.086111111,0.152777778,0.258333333
56096,N,0,0.066666667,0.127777778,0.225
56097,N,0,0.080555556,0.136111111,0.280555556
56098,N,0,0.258333333,0.147222222,0.152777778
56099,N,0,0.080555556,0.133333333,0.302777778
56100,N,0,0.125,0.177777778,0.325
56101,N,0,0.072222222,0.119444444,0.188888889
56102,N,0,0.083333333,0.125,0.327777778
56103,N,0,0.080555556,0.144444444,0.244444444
56104,N,0,0.222222222,0.147222222,0.047222222
56105,N,0,0.072222222,0.116666667,0.213888889
56106,N,0,0.113888889,0.166666667,0.261111111
56107,N,0,0.075,0.108333333,0.25
56108,N,0,0.086111111,0.15,0.244444444
56109,N,0,0.069444444,0.125,0.202777778
56110,N,0,0.219444444,0.169444444,0.361111111
56111,N,0,0.077777778,0.136111111,0.261111111
56112,N,0,0.080555556,0.141666667,0.236111111
56113,N,0,0.094444444,0.147222222,0.244444444
56114,N,0,0.072222222,0.080555556,0.144444444
56115,N,0,0.077777778,0.133333333,0.266666667
56116,N,0,0.094444444,0.152777778,0.288888889
56117,N,0,0.086111111,0.175,0.433333333
56118,N,0,0.083333333,0.127777778,0.316666667
56119,N,0,0.075,0.125,0.35
56120,N,0,0.088888889,0.172222222,0.216666667
56121,N,0,0.047222222,0.102777778,0.247222222
56122,N,0,0.072222222,0.122222222,0.216666667
56123,N,0,0.088888889,0.136111111,0.197222222
56124,N,0,0.086111111,0.144444444,0.188888889
56125,N,0,0.080555556,0.125,0.336111111
56126,N,0,0.086111111,0.169444444,0.230555556
56127,N,0,0.077777778,0.127777778,0.172222222
56128,N,0,0.1,0.136111111,0.213888889
56129,N,0,0.091666667,0.158333333,0.291666667
56130,N,0,0.047222222,0.111111111,0.233333333
56131,N,0,0.094444444,0.172222222,0.366666667
56132,N,0,0.072222222,0.1,0.163888889
56133,N,0,0.286111111,0.233333333,0.341666667
56134,N,0,0.075,0.127777778,0.197222222
56135,N,0,0.075,0.086111111,0.15
56136,N,0,0.291666667,0.169444444,0.344444444
56137,N,0,0.097222222,0.127777778,0.230555556
56138,N,0,0.069444444,0.130555556,0.225
56139,N,0,0.080555556,0.141666667,0.225
56140,N,0,0.077777778,0.130555556,0.2
56141,N,0,0,0,4748.347222
56142,N,0,0.086111111,0.119444444,0.308333333
56143,N,0,0.072222222,0.119444444,0.175
56144,N,0,0.108333333,0.183333333,0.208333333
56145,N,0,0.088888889,0.152777778,0.236111111
56146,N,0,0.077777778,0.125,0.225
56147,N,0,0.088888889,0.130555556,0.225
56148,N,0,0.083333333,0.144444444,0.247222222
56149,N,0,0.077777778,0.125,0.216666667
56150,N,0,0.077777778,0.125,0.222222222
56151,N,0,0.063888889,0.1,0.275
56152,N,0,0.086111111,0.133333333,0.202777778
56153,N,0,0.116666667,0.147222222,0.227777778
56154,N,0,0.077777778,0.122222222,0.186111111
56155,N,0,0.255555556,0.133333333,0.058333333
56156,N,0,0.108333333,0.205555556,0.413888889
56157,N,0,0,0,3914.694444
56158,N,0,0.097222222,0.161111111,0.25
56159,N,0,0.15,0.097222222,0.430555556
56160,N,0,0.094444444,0.158333333,0.247222222
56161,N,0,0.061111111,0.122222222,0.236111111
56162,N,0,0.063888889,0.088888889,0.244444444
56163,N,0,0.091666667,0.180555556,0.416666667
56164,N,0,0.097222222,0.147222222,0.191666667
56165,N,0,0.183333333,0.127777778,0.188888889
56166,N,0,0.094444444,0.163888889,0.413888889
56167,N,0,0.088888889,0.136111111,0.2
56168,N,0,0.077777778,0.122222222,0.213888889
56169,N,0,0.080555556,0.144444444,0.211111111
56170,N,0,0.094444444,0.130555556,0.208333333
56171,N,0,0.075,0.125,0.205555556
56172,N,0,0.238888889,0.141666667,0.216666667
56173,N,0,0.080555556,0.136111111,0.291666667
56174,N,0,0.072222222,0.086111111,0.15
56175,N,0,0.086111111,0.15,0.244444444
56176,N,0,0.238888889,0.158333333,0.175
56177,N,0,0.088888889,0.147222222,0.191666667
56178,N,0,0,0,3414.963889
56179,N,0,0.083333333,0.147222222,0.238888889
56180,N,0,0.080555556,0.138888889,0.277777778
56181,N,0,0.066666667,0.113888889,0.236111111
56182,N,0,0.308333333,0.241666667,0.447222222
56183,N,0,0.086111111,0.113888889,0.163888889
56184,N,0,0.072222222,0.083333333,0.15
56185,N,0,0.083333333,0.133333333,0.197222222
56186,N,0,0.088888889,0.158333333,0.286111111
56187,N,0,0.094444444,0.158333333,0.294444444
56188,N,0,0.083333333,0.138888889,0.25
56189,N,0,0,0,4290.661111
56190,N,0,0.075,0.1,0.155555556
56191,N,0,0.080555556,0.133333333,0.475
56192,N,0,0.061111111,0.116666667,0.2
56193,N,0,0.058333333,0.116666667,0.227777778
56194,N,0,0.077777778,0.088888889,0.147222222
56195,N,0,0.094444444,0.147222222,0.216666667
56196,N,0,0.058333333,0.125,0.219444444
56197,N,0,0.061111111,0.105555556,0.188888889
56198,N,0,0.077777778,0.147222222,0.233333333
56199,N,0,0.077777778,0.155555556,0.213888889
56200,N,0,0.069444444,0.113888889,0.241666667
56201,N,0,0.083333333,0.147222222,0.213888889
56202,N,0,0.094444444,0.161111111,0.261111111
56203,N,0,0.077777778,0.111111111,0.175
56204,N,0,0.111111111,0.158333333,0.386111111
56205,N,0,0.138888889,0.183333333,0.225
56206,N,0,0.075,0.133333333,0.211111111
56207,N,0,0.075,0.136111111,0.244444444
56208,N,0,0.083333333,0.15,0.252777778
56209,N,0,0.080555556,0.127777778,0.208333333
56210,N,0,0.155555556,0.202777778,0.288888889
56211,N,0,0.086111111,0.133333333,0.330555556
56212,N,0,0.061111111,0.113888889,0.2
56213,N,0,0.066666667,0.088888889,0.158333333
56214,N,0,0.075,0.127777778,0.194444444
56215,N,0,0.166666667,0.225,0.186111111
56216,N,0,0.072222222,0.094444444,0.152777778
56217,N,0,0.102777778,0.138888889,0.208333333
56218,N,0,0.05,0.102777778,0.230555556
56219,N,0,0.213888889,0.172222222,0.361111111
56220,N,0,0.091666667,0.163888889,0.316666667
56221,N,0,0.086111111,0.15,0.241666667
56222,N,0,0.102777778,0.161111111,0.213888889
56223,N,0,0.263888889,0.194444444,-4388.738889
56224,N,0,0.075,0.158333333,0.258333333
56225,N,0,0.088888889,0.158333333,0.25
56226,N,0,0.080555556,0.122222222,0.327777778
56227,N,0,0.061111111,0.119444444,0.236111111
56228,N,0,0,0,4720.286111
56229,N,0,0.055555556,0.108333333,0.2
56230,N,0,0.055555556,0.116666667,0.222222222
56231,N,0,0.077777778,0.127777778,0.219444444
56232,N,0,0.2,0.152777778,0.35
56233,N,0,0.077777778,0.136111111,0.280555556
56234,N,0,0.088888889,0.163888889,0.283333333
56235,N,0,0.080555556,0.119444444,0.308333333
56236,N,0,0.108333333,0.163888889,0.277777778
56237,N,0,0.083333333,0.15,0.288888889
56238,N,0,0.083333333,0.147222222,0.361111111
56239,N,0,0.080555556,0.177777778,0.269444444
56240,N,0,0.158333333,0.113888889,0.138888889
56241,N,0,0.069444444,0.119444444,0.452777778
56242,N,0,0.083333333,0.138888889,0.197222222
56243,N,0,0.083333333,0.144444444,0.238888889
56244,N,0,0.058333333,0.116666667,0.352777778
56245,N,0,0.052777778,0.113888889,0.222222222
56246,N,0,0.080555556,0.138888889,0.263888889
56247,N,0,0.163888889,0.219444444,0.186111111
56248,N,0,0.044444444,0.094444444,0.408333333
56249,N,0,0.122222222,0.180555556,0.416666667
56250,N,0,0.069444444,0.111111111,0.208333333
56251,N,0,0.127777778,0.186111111,0.255555556
56252,N,0,0.025,0.130555556,0.275
56253,N,0,0.097222222,0.188888889,0.411111111
56254,N,0,0.058333333,0.108333333,0.194444444
56255,N,0,0.072222222,0.116666667,0.188888889
56256,N,0,0.075,0.122222222,0.341666667
56257,N,0,0.083333333,0.15,0.25
56258,N,0,0.163888889,0.127777778,0.094444444
56259,N,0,0.055555556,0.113888889,0.213888889
56260,N,0,0.077777778,0.125,0.233333333
56261,N,0,0.086111111,0.141666667,0.186111111
56262,N,0,0.080555556,0.108333333,0.197222222
56263,N,0,0.088888889,0.158333333,0.288888889
56264,N,0,0.077777778,0.133333333,0.241666667
56265,N,0,0.102777778,0.136111111,0.175
56266,N,0,0.086111111,0.158333333,0.247222222
56267,N,0,0.077777778,0.144444444,0.213888889
56268,N,0,0.088888889,0.138888889,0.266666667
56269,N,0,0.080555556,0.133333333,0.294444444
56270,N,0,0.263888889,0.080555556,0.133333333
56271,N,0,0.072222222,0.127777778,0.291666667
56272,N,0,0,0,3881.797222
56273,N,0,0.072222222,0.111111111,0.241666667
56274,N,0,0.1,0.166666667,0.286111111
56275,N,0,0.111111111,0.15,0.211111111
56276,N,0,0.097222222,0.158333333,0.286111111
56277,N,0,0.072222222,0.119444444,0.211111111
56278,N,0,0.083333333,0.130555556,0.211111111
56279,N,0,0.088888889,0.122222222,0.208333333
56280,N,0,0.080555556,0.155555556,0.25
56281,N,0,0.080555556,0.119444444,0.275
56282,N,0,0,0,4372.930556
56283,N,0,0.061111111,0.1,0.236111111
56284,N,0,0.147222222,0.205555556,0.447222222
56285,N,0,0.127777778,0.158333333,0.313888889
56286,N,0,0.080555556,0.113888889,0.241666667
56287,N,0,0,0,4112.808333
56288,N,0,0.058333333,0.108333333,0.227777778
56289,N,0,0.066666667,0.127777778,0.230555556
56290,N,0,0.080555556,0.138888889,0.208333333
56291,N,0,0.088888889,0.152777778,0.25
56292,N,0,0.083333333,0.133333333,0.225
56293,N,0,0.061111111,0.105555556,0.191666667
56294,N,0,0.094444444,0.144444444,0.347222222
56295,N,0,0.227777778,0.183333333,-3400.027778
56296,N,0,0.230555556,0.166666667,-3488.994444
56297,N,0,0.091666667,0.163888889,0.197222222
56298,N,0,0.063888889,0.125,0.230555556
56299,N,0,0.075,0.102777778,0.161111111
56300,N,0,0.25,0.147222222,0.138888889
56301,N,0,0.097222222,0.177777778,0.394444444
56302,N,0,0.075,0.130555556,0.194444444
56303,N,0,0.075,0.127777778,0.241666667
56304,N,0,0.15,0.202777778,0.258333333
56305,N,0,0,0,3574.058333
56306,N,0,0.069444444,0.1,0.163888889
56307,N,0,0.130555556,0.186111111,0.263888889
56308,N,0,0.233333333,0.177777778,-3386.519444
56309,N,0,0.227777778,0.138888889,0.152777778
56310,N,0,0.080555556,0.130555556,0.25
56311,N,0,0.255555556,0.172222222,0.058333333
56312,N,0,0.075,0.130555556,0.191666667
56313,N,0,0.075,0.125,0.191666667
56314,N,0,0.097222222,0.144444444,0.372222222
56315,N,0,0.102777778,0.177777778,0.363888889
56316,N,0,0.069444444,0.111111111,0.230555556
56317,N,0,0.094444444,0.130555556,0.172222222
56318,N,0,0.130555556,0.080555556,0.452777778
56319,N,0,0.075,0.138888889,0.208333333
56320,N,0,0.077777778,0.144444444,0.233333333
56321,N,0,0.255555556,0.158333333,-4118.116667
56322,N,0,0.083333333,0.125,0.347222222
56323,N,0,0.072222222,0.097222222,0.158333333
56324,N,0,0.080555556,0.161111111,0.255555556
56325,N,0,0.077777778,0.133333333,0.302777778
56326,N,0,0.066666667,0.105555556,0.313888889
56327,N,0,0.077777778,0.127777778,0.241666667
56328,N,0,0.216666667,0.141666667,-4410.361111
56329,N,0,0,0,4887.352778
56330,N,0,0.077777778,0.127777778,0.241666667
56331,N,0,0.186111111,0.113888889,0.252777778
56332,N,0,0.075,0.133333333,0.225
56333,N,0,0.230555556,0.15,-3334.536111
56334,N,0,0.225,0.144444444,0.047222222
56335,N,0,0.083333333,0.144444444,0.366666667
56336,N,0,0.105555556,0.155555556,0.188888889
56337,N,0,0.091666667,0.155555556,0.288888889
56338,N,0,0.088888889,0.183333333,0.255555556
56339,N,0,0.083333333,0.141666667,0.258333333
56340,N,0,0.072222222,0.094444444,0.155555556
56341,N,0,0.222222222,0.127777778,0.219444444
56342,N,0,0.069444444,0.127777778,0.225
56343,N,0,0.083333333,0.125,0.186111111
56344,N,0,0.069444444,0.125,0.219444444
56345,N,0,0,0,4277.633333
56346,N,0,0.075,0.133333333,0.263888889
56347,N,0,0.216666667,0.147222222,0.236111111
56348,N,0,0.083333333,0.130555556,0.35
56349,N,0,0.075,0.127777778,0.188888889
56350,N,0,0.091666667,0.138888889,0.330555556
56351,N,0,0.077777778,0.105555556,0.158333333
56352,N,0,0.088888889,0.152777778,0.25
56353,N,0,0.088888889,0.183333333,0.447222222
56354,N,0,0.072222222,0.136111111,0.2
56355,N,0,0.086111111,0.141666667,0.255555556
56356,N,0,0.272222222,0.138888889,0.063888889
56357,N,0,0.083333333,0.127777778,0.325
56358,j,1,0.277777778,0.197222222,0.136111111
56359,N,0,0.088888889,0.175,0.402777778
56360,N,0,0.058333333,0.102777778,0.213888889
56361,N,0,0.086111111,0.133333333,0.327777778
56362,N,0,0.05,0.1,0.233333333
56363,N,0,0.072222222,0.122222222,0.194444444
56364,N,0,0.144444444,0.211111111,0.230555556
56365,N,0,0.086111111,0.138888889,0.244444444
56366,N,0,0.222222222,0.130555556,0.211111111
56367,N,0,0.083333333,0.15,0.213888889
56368,N,0,0.169444444,0.127777778,0.122222222
56369,N,0,0.183333333,0.247222222,0.219444444
56370,N,0,0.083333333,0.133333333,0.191666667
56371,N,0,0.083333333,0.141666667,0.261111111
56372,N,0,0.261111111,0.163888889,0.15
56373,N,0,0.075,0.136111111,0.230555556
56374,N,0,0.069444444,0.127777778,0.230555556
56375,N,0,0.080555556,0.127777778,0.191666667
56376,N,0,0.077777778,0.127777778,0.205555556
56377,N,0,0,0,3489.472222
56378,N,0,0.075,0.113888889,0.208333333
56379,N,0,0.075,0.119444444,0.211111111
56380,N,0,0.069444444,0.088888889,0.152777778
56381,N,0,0.072222222,0.113888889,0.180555556
56382,N,0,0.075,0.125,0.202777778
56383,N,0,0.225,0.144444444,0.044444444
56384,N,0,0.1,0.177777778,0.208333333
56385,N,0,0.091666667,0.161111111,0.208333333
56386,N,0,0.075,0.094444444,0.155555556
56387,N,0,0.083333333,0.130555556,0.344444444
56388,N,0,0.083333333,0.130555556,0.211111111
56389,N,0,0.091666667,0.1,0.205555556
56390,N,0,0.066666667,0.083333333,0.15
56391,N,0,0.088888889,0.152777778,0.25
56392,N,0,0.086111111,0.152777778,0.255555556
56393,N,0,0.25,0.172222222,0.055555556
56394,N,0,0.052777778,0.102777778,0.236111111
56395,N,0,0.075,0.097222222,0.152777778
56396,N,0,0.216666667,0.138888889,-3801.65
56397,N,0,0,0,3845.816667
56398,N,0,0.094444444,0.158333333,0.25
56399,N,0,0.086111111,0.133333333,0.336111111
56400,N,0,0.088888889,0.133333333,0.35
56401,N,0,0.338888889,0.247222222,0.230555556
56402,N,0,0.244444444,0.175,0.055555556
56403,N,0,0.077777778,0.122222222,0.186111111
56404,N,0,0.083333333,0.130555556,0.327777778
56405,N,0,0.080555556,0.177777778,0.283333333
56406,N,0,0.075,0.136111111,0.205555556
56407,N,0,0.061111111,0.108333333,0.2
56408,N,0,0.083333333,0.155555556,0.288888889
56409,N,0,0.102777778,0.169444444,0.202777778
56410,N,0,0.077777778,0.122222222,0.211111111
56411,N,0,0.083333333,0.141666667,0.244444444
56412,N,0,0.077777778,0.144444444,0.216666667
56413,N,0,0.058333333,0.133333333,0.230555556
56414,N,0,0.061111111,0.111111111,0.2
56415,N,0,0.075,0.091666667,0.155555556
56416,N,0,0.191666667,0.258333333,0.305555556
56417,N,0,0.077777778,0.138888889,0.366666667
56418,N,0,0.083333333,0.15,0.491666667
56419,N,0,0.094444444,0.15,0.275
56420,N,0,0.086111111,0.144444444,0.2
56421,N,0,0.183333333,0.138888889,0.130555556
56422,N,0,0.075,0.130555556,0.222222222
56423,N,0,0.063888889,0.094444444,0.219444444
56424,N,0,0.094444444,0.158333333,0.247222222
56425,N,0,0.069444444,0.119444444,0.361111111
56426,N,0,0.069444444,0.125,0.225
56427,N,0,0.102777778,0.144444444,0.227777778
56428,N,0,0.077777778,0.133333333,0.225
56429,N,0,0.072222222,0.125,0.291666667
56430,N,0,0.105555556,0.191666667,0.369444444
56431,N,0,0.330555556,0.247222222,0.347222222
56432,N,0,0.075,0.122222222,0.216666667
56433,N,0,0.105555556,0.197222222,0.319444444
56434,N,0,0.066666667,0.127777778,0.266666667
56435,N,0,0.072222222,0.15,0.205555556
56436,N,0,0.091666667,0.15,0.230555556
56437,N,0,0.227777778,0.161111111,0.055555556
56438,N,0,0.058333333,0.122222222,0.233333333
56439,N,0,0.080555556,0.15,0.286111111
56440,N,0,0.052777778,0.102777778,0.283333333
56441,N,0,0.069444444,0.130555556,0.227777778
56442,N,0,0.077777778,0.130555556,0.180555556
56443,N,0,0.077777778,0.138888889,0.227777778
56444,N,0,0.35,0.272222222,0.341666667
56445,N,0,0.130555556,0.177777778,0.258333333
56446,N,0,0.072222222,0.130555556,0.233333333
56447,N,0,0.086111111,0.130555556,0.233333333
56448,N,0,0.047222222,0.091666667,0.225
56449,N,0,0.341666667,0.163888889,0.1
56450,N,0,0,0,4211.325
56451,N,0,0.055555556,0.077777778,0.161111111
56452,N,0,0.238888889,0.166666667,-3143.694444
56453,N,0,0.055555556,0.111111111,0.213888889
56454,N,0,0.066666667,0.1,0.213888889
56455,N,0,0.069444444,0.119444444,0.2
56456,N,0,0.055555556,0.116666667,0.225
56457,N,0,0.094444444,0.144444444,0.352777778
56458,N,0,0.227777778,0.119444444,0.15
56459,N,0,0.177777778,0.213888889,0.355555556
56460,N,0,0.233333333,0.136111111,0.244444444
56461,N,0,0.097222222,0.163888889,0.194444444
56462,N,0,0,0,4336.369444
56463,N,0,0.219444444,0.144444444,-3312.008333
56464,N,0,0.238888889,0.113888889,0.25
56465,N,0,0.094444444,0.144444444,0.352777778
56466,N,0,0.080555556,0.105555556,0.225
56467,N,0,0.063888889,0.127777778,0.213888889
56468,N,0,0.091666667,0.144444444,0.258333333
56469,N,0,0.277777778,0.172222222,0.338888889
56470,N,0,0.083333333,0.127777778,0.319444444
56471,N,0,0.091666667,0.155555556,0.247222222
56472,N,0,0.086111111,0.166666667,0.222222222
56473,N,0,0.088888889,0.147222222,0.230555556
56474,N,0,0.091666667,0.15,0.291666667
56475,N,0,0,0,4464.872222
56476,N,0,0.069444444,0.108333333,0.227777778
56477,N,0,0.063888889,0.108333333,0.194444444
56478,N,0,0.097222222,0.172222222,0.333333333
56479,N,0,0.088888889,0.177777778,0.394444444
56480,N,0,0.072222222,0.125,0.213888889
56481,N,0,0.072222222,0.1,0.161111111
56482,N,0,0.091666667,0.15,0.233333333
56483,N,0,0.275,0.213888889,0.172222222
56484,N,0,0.083333333,0.144444444,0.230555556
56485,N,0,0.130555556,0.197222222,0.194444444
56486,N,0,0.069444444,0.125,0.183333333
56487,N,0,0.086111111,0.147222222,0.377777778
56488,N,0,0.080555556,0.141666667,0.363888889
56489,N,0,0.077777778,0.163888889,0.263888889
56490,N,0,0.077777778,0.130555556,0.222222222
56491,N,0,0.075,0.163888889,0.402777778
56492,N,0,0.088888889,0.141666667,0.244444444
56493,N,0,0.236111111,0.133333333,0.155555556
56494,N,0,0.122222222,0.163888889,0.225
56495,N,0,0.091666667,0.152777778,0.244444444
56496,N,0,0.330555556,0.205555556,0.227777778
56497,N,0,0.094444444,0.155555556,0.472222222
56498,N,0,0.077777778,0.130555556,0.188888889
56499,N,0,0.086111111,0.147222222,0.238888889
56500,N,0,0.075,0.108333333,0.205555556
56501,N,0,0.080555556,0.127777778,0.197222222
56502,N,0,0.075,0.133333333,0.225
56503,N,0,0.086111111,0.161111111,0.202777778
56504,N,0,0.091666667,0.158333333,0.263888889
56505,N,0,0.080555556,0.105555556,0.155555556
56506,N,0,0.055555556,0.111111111,0.241666667
56507,N,0,0.088888889,0.172222222,0.272222222
56508,N,0,0.069444444,0.122222222,0.197222222
56509,N,0,0.222222222,0.166666667,0.055555556
56510,N,0,0.077777778,0.133333333,0.255555556
56511,N,0,0.1,0.180555556,0.408333333
56512,N,0,0.091666667,0.15,0.219444444
56513,N,0,0.088888889,0.175,0.361111111
56514,N,0,0.083333333,0.147222222,0.205555556
56515,N,0,0.077777778,0.119444444,0.225
56516,N,0,0.080555556,0.172222222,0.269444444
56517,N,0,0.222222222,0.141666667,0.047222222
56518,N,0,0.083333333,0.141666667,0.208333333
56519,N,0,0.058333333,0.125,0.244444444
56520,N,0,0.055555556,0.111111111,0.216666667
56521,N,0,0.080555556,0.136111111,0.216666667
56522,N,0,0.088888889,0.147222222,0.266666667
56523,N,0,0.083333333,0.125,-3356.011111
56524,N,0,0.083333333,0.144444444,0.241666667
56525,N,0,0.077777778,0.155555556,0.261111111
56526,N,0,0.083333333,0.127777778,0.227777778
56527,N,0,0.283333333,0.152777778,0.061111111
56528,N,0,0.219444444,0.138888889,-3095.344444
56529,N,0,0.086111111,0.133333333,0.338888889
56530,N,0,0,0,4888.425
56531,N,0,0.116666667,0.094444444,0.213888889
56532,N,0,0.094444444,0.161111111,0.263888889
56533,N,0,0.252777778,0.180555556,-3445.2
56534,J,1,0,0,3395.847222
56535,N,0,0.097222222,0.177777778,0.219444444
56536,N,0,0,0,4223.336111
56537,N,0,0,0,4225.952778
56538,N,0,0.088888889,0.136111111,0.336111111
56539,N,0,0.069444444,0.119444444,0.205555556
56540,N,0,0.083333333,0.136111111,0.258333333
56541,N,0,0.1,0.163888889,0.261111111
56542,N,0,0.083333333,0.138888889,0.269444444
56543,N,0,3999.047222,3999.097222,0.330555556
56544,N,0,0.222222222,0.144444444,-3092.630556
56545,N,0,0.075,0.122222222,0.227777778
56546,N,0,0.072222222,0.127777778,0.202777778
56547,N,0,0.080555556,0.15,0.2
56548,N,0,0.144444444,0.172222222,0.222222222
56549,N,0,0.088888889,0.136111111,0.327777778
56550,N,0,0.2,0.216666667,0.363888889
56551,N,0,0.258333333,0.147222222,-4130.641667
56552,N,0,0.075,0.119444444,0.225
56553,N,0,0.302777778,0.241666667,0.377777778
56554,N,0,0.063888889,0.122222222,0.219444444
56555,N,0,0.133333333,0.225,0.225
56556,N,0,0.1,0.163888889,0.247222222
56557,N,0,0.077777778,0.133333333,0.241666667
56558,N,0,0.086111111,0.122222222,0.202777778
56559,N,0,0.061111111,0.127777778,0.244444444
56560,N,0,0.077777778,0.108333333,0.161111111
56561,N,0,0.230555556,0.161111111,0.055555556
56562,N,0,0.080555556,0.133333333,0.302777778
56563,N,0,0.263888889,0.158333333,0.15
56564,N,0,0,0,3465.419444
56565,N,0,0.091666667,0.147222222,0.266666667
56566,N,0,0.072222222,0.077777778,0.147222222
56567,N,0,0.083333333,0.158333333,0.208333333
56568,N,0,0.077777778,0.108333333,0.2
56569,N,0,0.086111111,0.111111111,0.175
56570,N,0,0.086111111,0.144444444,0.208333333
56571,N,0,0.061111111,0.113888889,0.236111111
56572,N,0,0.077777778,0.141666667,0.202777778
56573,N,0,0.075,0.136111111,0.222222222
56574,N,0,0.075,0.180555556,0.263888889
56575,N,0,0.083333333,0.130555556,0.35
56576,N,0,0.091666667,0.15,0.308333333
56577,N,0,0.077777778,0.122222222,0.277777778
56578,N,0,0.116666667,0.191666667,0.202777778
56579,N,0,0.072222222,0.119444444,0.213888889
56580,N,0,0.072222222,0.133333333,0.25
56581,N,0,0.075,0.122222222,0.233333333
56582,N,0,0.088888889,0.144444444,0.255555556
56583,N,0,0.066666667,0.133333333,0.202777778
56584,N,0,0.108333333,0.169444444,0.291666667
56585,N,0,0.075,0.133333333,0.247222222
56586,N,0,0.091666667,0.155555556,0.283333333
56587,N,0,0.088888889,0.155555556,0.252777778
56588,N,0,0.222222222,0.138888889,-3435.144444
56589,N,0,0.088888889,0.158333333,0.2
56590,N,0,0.091666667,0.15,0.25
56591,N,0,0.086111111,0.133333333,0.35
56592,N,0,0.075,0.125,0.219444444
56593,N,0,0.091666667,0.138888889,0.344444444
56594,N,0,0,0,4801.105556
56595,N,0,0.058333333,0.108333333,0.205555556
56596,N,0,0.052777778,0.108333333,0.241666667
56597,N,0,0.083333333,0.144444444,0.202777778
56598,N,0,0.077777778,0.133333333,0.255555556
56599,N,0,0.072222222,0.152777778,0.211111111
56600,N,0,0.097222222,0.116666667,0.180555556
56601,N,0,0.097222222,0.163888889,0.2
56602,N,0,0.080555556,0.108333333,0.161111111
56603,N,0,0.088888889,0.113888889,0.188888889
56604,N,0,0.066666667,0.125,0.219444444
56605,N,0,0.080555556,0.125,0.197222222
56606,N,0,0.083333333,0.133333333,0.269444444
56607,N,0,0.102777778,0.147222222,0.283333333
56608,N,0,0.088888889,0.161111111,0.313888889
56609,N,0,0.072222222,0.130555556,0.233333333
56610,N,0,0.077777778,0.147222222,0.194444444
56611,N,0,0.094444444,0.169444444,0.377777778
56612,N,0,0.094444444,0.158333333,0.25
56613,N,0,0.105555556,0.163888889,0.205555556
56614,N,0,0.083333333,0.119444444,0.2
56615,N,0,0.086111111,0.147222222,0.341666667
56616,N,0,0.077777778,0.130555556,0.194444444
56617,N,0,0.086111111,0.158333333,0.247222222
