,File,Abnormal,Result,R-R Interval,R Height,R_Onset-Rpeak,Q-Q Interval,Q Height,P_Onset-P_Offset,P Height,P-P Interval,P_Onset-Ppeak
78206,232,1,S,260,1114,26,257,957,24,971,256,8
62950,215,1,V,159,1471,30,134,985,22,1008,191,18
33387,119,1,V,195,1456,25,189,835,60,980,164,37
8274,104,1,Q,278,1072,21,283,973,9,973,280,6
77197,232,1,S,260,1103,29,262,989,15,1005,216,8
77229,232,1,S,241,1111,17,234,970,20,988,257,12
58238,213,1,F,199,1617,45,185,947,31,1049,201,14
8475,104,1,Q,281,1076,17,280,963,12,966,285,3
51807,209,1,S,196,1225,17,197,956,18,998,214,4
77195,232,1,S,238,1083,11,251,987,14,1000,267,6
77178,232,1,S,255,1081,15,246,964,14,981,251,8
42869,202,1,S,146,1371,56,143,955,52,995,172,33
79571,233,1,V,160,1303,36,102,855,39,949,161,34
47430,208,1,V,198,1294,30,151,1005,19,1040,216,15
48029,208,1,F,218,1393,14,215,977,33,1012,219,17
5296,102,1,Q,303,1190,25,298,949,37,968,290,11
70809,223,1,V,192,1086,18,191,908,48,926,178,35
70894,228,1,V,57,1057,36,20,961,28,1028,20,5
77617,232,1,S,260,1128,21,238,1002,29,1010,240,16
7931,104,1,Q,299,1138,24,295,1022,17,1006,293,9
47938,208,1,F,215,1408,44,209,1001,34,1036,216,17
8647,104,1,Q,292,1131,23,284,960,12,974,260,3
13769,107,1,Q,313,1287,41,268,859,13,870,327,7
17299,109,1,V,216,1129,38,265,914,15,999,269,11
33461,119,1,V,96,1394,28,118,805,56,933,106,33
5265,102,1,Q,302,1163,21,297,963,14,963,377,5
69716,223,1,V,181,1096,19,111,864,36,931,179,31
44323,203,1,V,146,763,13,173,984,58,1043,164,25
50247,209,1,S,140,1268,30,144,985,40,1042,139,21
56742,213,1,F,196,1636,27,191,940,28,1038,198,13
4854,102,1,Q,293,1187,24,279,943,55,955,235,7
13033,106,1,V,191,1267,80,167,1007,78,1088,140,44
13836,107,1,Q,299,1400,25,258,895,55,984,250,26
77715,232,1,S,267,1106,18,264,964,23,976,266,10
41325,201,1,V,372,1044,23,393,994,22,981,366,16
5213,102,1,Q,302,1172,32,310,958,18,961,314,8
5271,102,1,Q,298,1170,34,300,965,16,969,349,13
63367,217,1,Q,283,1149,31,260,1003,16,1016,286,4
4850,102,1,Q,285,1147,37,307,933,28,948,329,12
8593,104,1,Q,284,1035,27,278,957,26,963,292,5
8518,104,1,Q,298,1104,29,293,973,19,979,341,6
12610,106,1,V,198,1198,35,175,952,79,1053,139,40
13726,107,1,Q,314,1314,26,292,945,56,1045,252,17
8974,104,1,Q,306,1227,33,285,969,30,983,269,20
8964,104,1,Q,315,1158,23,342,1020,35,989,339,21
50558,209,1,S,143,1250,59,155,961,38,1028,141,15
68642,223,1,S,200,1329,26,189,898,50,946,183,33
72065,228,1,V,196,1465,34,185,945,82,1063,181,36
78127,232,1,S,271,1186,23,207,972,14,990,275,7
32849,119,1,V,183,1369,28,159,794,60,907,149,38
70848,228,1,V,201,1467,37,191,931,52,1022,179,46
60025,215,1,V,142,1509,72,123,1014,82,1102,125,53
78633,232,1,S,270,1152,32,290,1022,14,1034,285,6
5097,102,1,Q,300,1188,34,313,958,12,963,335,4
4895,102,1,Q,301,1171,30,345,953,31,968,352,16
66278,221,1,V,165,1255,55,155,994,67,1020,168,49
50016,209,1,S,131,1258,18,145,949,49,1003,156,25
79685,233,1,V,172,1371,48,103,918,10,1023,173,5
7718,104,1,Q,304,1214,23,320,1030,37,989,330,21
70276,223,1,V,182,1078,19,181,908,62,922,175,37
5013,102,1,Q,299,1184,22,288,954,12,963,221,5
49797,209,1,S,151,1289,15,133,948,56,1042,126,27
47695,208,1,F,196,1231,38,201,957,30,996,200,13
8147,104,1,Q,291,1090,24,314,956,14,963,335,5
48156,208,1,F,207,1479,48,202,977,35,1007,205,18
47688,208,1,F,206,1370,49,204,967,32,1019,203,15
4965,102,1,Q,298,1216,29,286,980,12,994,278,3
9062,104,1,Q,272,1146,51,255,964,30,982,227,2
5233,102,1,Q,310,1166,23,319,960,33,972,259,17
77756,232,1,S,270,1124,27,264,975,11,980,274,6
28535,117,1,S,211,719,6,218,765,73,911,157,46
31590,119,1,V,193,1482,30,160,852,66,944,161,45
48782,208,1,V,196,1376,43,148,986,15,1016,200,8
41713,201,1,V,303,1056,24,265,989,15,996,254,5
13715,107,1,Q,304,1421,32,272,1011,53,1115,320,23
77208,232,1,S,239,1122,28,221,990,25,1001,264,14
77292,232,1,S,259,1125,23,244,1008,26,1018,259,16
78565,232,1,S,264,1127,18,293,952,13,968,286,7
9056,104,1,Q,263,1039,18,237,949,38,956,256,7
4877,102,1,Q,291,1207,15,313,964,12,966,363,4
30969,118,1,S,238,1151,22,193,846,54,930,194,43
4837,102,1,Q,301,1179,17,302,967,22,988,301,6
32952,119,1,V,192,1443,27,162,860,61,923,159,37
13771,107,1,Q,311,1360,23,265,906,50,1010,252,19
5282,102,1,Q,304,1183,23,325,962,17,973,324,5
32880,119,1,V,186,1409,34,179,818,52,949,155,30
78836,232,1,S,267,1121,29,299,959,21,972,303,5
7962,104,1,Q,294,1035,18,322,949,16,959,295,3
4240,102,1,Q,300,1179,23,279,964,24,975,240,6
4929,102,1,Q,317,1175,38,295,962,22,970,360,17
52152,209,1,S,143,1316,16,168,970,39,1020,156,13
52099,209,1,S,184,1224,13,174,969,26,1004,204,9
78139,232,1,S,268,1166,19,286,982,17,992,250,9
48097,208,1,V,165,1243,30,137,919,39,944,139,25
77692,232,1,S,268,1113,22,237,977,15,991,252,9
47953,208,1,V,186,1230,43,156,930,16,942,189,9
66179,221,1,V,171,1233,73,227,948,64,1002,154,39
8504,104,1,Q,288,1076,21,252,977,33,981,292,14
8772,104,1,Q,292,1040,25,302,973,29,988,318,6
8349,104,1,Q,283,1057,21,262,969,24,977,298,7
8265,104,1,Q,301,1245,45,302,953,36,965,305,21
48492,208,1,V,205,1251,36,199,963,29,987,213,18
47620,208,1,F,211,1339,24,218,981,30,1022,212,15
63687,217,1,Q,290,1119,37,281,948,47,976,285,11
13267,106,1,V,176,1242,66,161,1010,75,1077,138,42
8774,104,1,Q,296,1054,28,310,976,13,979,303,3
69877,223,1,V,216,1318,30,274,921,13,932,205,6
58268,213,1,F,203,1536,46,186,903,30,966,203,16
72548,228,1,V,204,1546,36,192,976,126,1074,193,80
78725,232,1,S,250,1174,31,198,960,28,980,252,21
5412,102,1,Q,293,1158,25,337,960,28,973,224,5
4241,102,1,Q,312,1197,23,337,962,12,966,345,2
70358,223,1,V,179,1076,21,194,904,38,929,172,33
8947,104,1,Q,298,1155,22,272,957,26,969,321,7
28160,116,1,V,187,1380,41,143,821,69,864,128,31
29398,118,1,S,236,1113,27,209,832,15,886,218,6
5565,102,1,Q,294,1145,31,290,945,13,946,350,6
63594,217,1,Q,309,1100,26,280,962,11,977,332,7
63143,217,1,Q,291,1093,31,300,964,43,991,246,17
8054,104,1,Q,305,1121,21,308,1031,11,1085,299,6
78683,232,1,S,269,1149,25,270,995,15,1012,291,9
63570,217,1,Q,315,1079,27,328,961,29,979,338,8
33333,119,1,V,190,1407,28,165,852,64,976,157,42
63226,217,1,Q,311,1087,34,337,945,35,977,301,18
8932,104,1,Q,283,1044,48,272,950,31,960,281,11
51174,209,1,S,160,1181,16,176,959,49,1034,134,11
77773,232,1,S,278,1140,16,296,984,20,994,319,11
33328,119,1,V,190,1482,25,170,928,67,1061,151,43
57775,213,1,V,84,868,12,122,891,83,1098,67,45
50788,209,1,S,136,1308,22,133,957,38,1015,156,14
5531,102,1,Q,296,1202,17,286,962,32,975,230,5
33253,119,1,V,191,1432,27,171,856,66,963,164,41
27095,116,1,V,186,1559,43,145,809,53,965,132,31
70659,223,1,V,178,1065,39,193,898,48,910,177,39
32369,119,1,V,188,1417,27,155,841,67,936,165,41
67783,222,1,S,159,1215,24,118,986,31,1031,117,10
32783,119,1,V,196,1348,29,170,811,59,925,155,35
50344,209,1,S,144,1259,22,145,938,49,1007,141,25
30038,118,1,S,199,1160,21,167,840,26,913,164,19
5385,102,1,Q,299,1159,16,292,954,26,969,255,12
71665,228,1,V,207,1471,40,193,964,25,1066,182,22
78757,232,1,S,274,1117,21,255,965,25,981,218,6
70336,223,1,V,188,1087,19,192,914,53,935,181,45
8474,104,1,Q,286,1046,38,291,967,11,968,345,3
63261,217,1,Q,296,1071,43,306,949,31,967,256,9
4676,102,1,Q,301,1143,18,307,946,10,954,382,6
50441,209,1,S,193,1240,18,211,974,18,1018,206,5
13781,107,1,Q,271,1548,25,248,977,27,1078,249,22
41750,201,1,V,398,1047,30,413,983,14,974,375,8
50203,209,1,S,216,1255,17,216,976,37,1015,219,16
48432,208,1,V,218,1261,33,142,968,26,991,235,18
72716,228,1,V,211,1465,37,196,941,33,1039,182,10
67187,222,1,S,178,1057,15,145,967,17,980,190,10
48301,208,1,F,224,1375,24,222,955,37,989,219,18
66161,221,1,V,174,1258,37,239,975,73,997,149,55
47655,208,1,V,206,1275,28,157,977,11,986,191,7
81850,234,1,S,233,1302,18,233,952,11,985,229,4
4461,102,1,Q,301,1185,23,290,960,11,963,289,3
33550,119,1,V,192,1380,28,182,789,62,909,168,39
63182,217,1,Q,309,1100,36,346,984,27,1004,307,10
13277,106,1,V,187,1152,77,173,1041,89,1122,144,51
5050,102,1,Q,287,1150,19,255,953,10,955,302,8
4239,102,1,Q,286,1171,26,266,952,13,956,301,6
50229,209,1,S,137,1233,22,152,960,43,1005,136,29
50579,209,1,S,136,1244,17,131,939,30,983,140,15
78462,232,1,S,262,1131,30,278,980,23,989,261,13
12733,106,1,V,200,854,14,154,1003,79,1066,135,51
13780,107,1,V,261,651,10,284,761,15,1078,251,4
70761,223,1,S,193,1305,25,189,907,40,935,168,30
28179,116,1,V,185,1378,44,147,821,25,870,126,20
50549,209,1,S,195,1272,19,191,965,21,986,204,6
7925,104,1,Q,283,1365,24,278,950,21,976,284,12
40630,200,1,V,105,685,13,127,964,18,1027,110,8
78392,232,1,S,272,1188,22,265,1002,24,1012,247,11
13438,106,1,V,192,1271,28,166,985,67,1147,142,33
8050,104,1,Q,296,1272,19,299,984,15,1022,281,7
63410,217,1,Q,288,877,38,292,757,29,801,284,8
4712,102,1,Q,291,1169,28,292,943,20,961,259,11
78487,232,1,S,266,1171,21,300,982,24,997,301,11
71564,228,1,V,209,1448,35,196,942,99,1025,183,74
70372,223,1,V,191,1083,19,193,906,49,920,188,43
47884,208,1,F,217,1360,52,213,948,38,975,217,19
77403,232,1,S,262,1119,26,274,995,14,1005,237,7
22744,114,1,F,357,777,9,370,970,26,981,368,14
4786,102,1,Q,291,1208,19,271,972,15,988,289,6
78061,232,1,S,257,1159,20,190,972,16,994,274,7
65929,221,1,V,180,1256,65,242,982,49,1008,157,46
4450,102,1,Q,295,1185,22,304,962,29,972,353,4
40209,200,1,V,81,1422,43,104,1019,37,1061,94,25
72375,228,1,V,235,1522,37,223,976,13,1015,281,6
8325,104,1,Q,292,1250,30,298,968,29,993,281,9
8892,104,1,Q,294,1048,36,290,951,9,954,340,4
4541,102,1,Q,304,1114,17,290,954,14,965,226,4
77477,232,1,S,269,1030,23,233,949,11,957,288,7
63314,217,1,Q,300,1114,22,305,991,25,1013,271,7
8887,104,1,Q,287,1327,38,264,959,24,980,228,7
5052,102,1,Q,297,1188,37,340,966,31,974,360,14
40070,200,1,V,182,665,12,167,975,56,995,171,32
7818,104,1,Q,334,870,25,357,815,17,1169,405,8
57986,213,1,V,194,1592,30,208,956,27,1065,211,17
31004,118,1,S,235,1099,27,201,841,42,919,199,31
5228,102,1,Q,287,1173,27,268,964,20,973,295,13
8626,104,1,Q,285,1081,38,277,955,9,965,306,4
44367,203,1,V,134,766,10,150,891,51,962,157,25
8055,104,1,Q,284,1207,10,281,959,26,1003,294,16
8660,104,1,Q,288,1043,17,286,945,29,958,284,4
70224,223,1,V,179,1064,22,192,899,24,912,184,4
48805,208,1,V,179,1297,27,139,946,13,954,172,8
77948,232,1,S,266,1123,22,229,962,24,971,259,13
7943,104,1,Q,75,1387,25,49,1019,30,1029,97,16
48107,208,1,F,200,1308,41,196,990,29,1026,201,16
77899,232,1,S,187,1071,19,184,989,15,1003,187,7
68008,222,1,S,157,1223,16,129,957,31,1031,119,10
41386,201,1,S,171,1062,17,164,980,44,1009,197,28
77192,232,1,S,262,1087,15,254,980,20,991,227,4
78511,232,1,S,256,1147,26,264,984,24,995,249,11
43275,203,1,V,147,1431,59,79,689,40,1020,132,28
31917,119,1,V,193,1473,26,179,890,78,1006,167,54
68052,222,1,S,166,1202,14,136,983,34,1016,134,11
8602,104,1,Q,286,1069,43,277,973,25,984,276,10
47912,208,1,F,200,1320,41,193,958,31,986,206,20
72683,228,1,V,186,1486,33,176,944,34,1052,126,6
8330,104,1,Q,272,1061,33,286,954,7,972,298,5
52221,209,1,S,141,1286,17,115,966,36,1043,148,28
11869,106,1,V,173,1241,69,174,995,57,1104,195,27
78882,232,1,S,267,1140,28,231,973,16,989,313,9
56148,213,1,F,197,1485,21,213,893,28,999,196,15
56356,213,1,F,200,1520,50,207,868,30,965,197,15
8962,104,1,Q,282,1075,38,287,978,23,981,273,6
5536,102,1,Q,294,1148,24,287,957,13,961,304,5
57459,213,1,F,201,1505,19,185,893,27,962,204,15
32299,119,1,V,195,1435,26,162,846,72,950,163,45
63515,217,1,Q,293,1016,15,292,931,37,950,281,11
71032,228,1,V,121,1048,18,143,968,13,1022,116,3
4731,102,1,Q,299,1183,26,302,958,16,974,292,5
5132,102,1,Q,299,1138,25,294,946,14,959,298,1
5335,102,1,Q,285,1187,23,321,967,14,975,350,6
13809,107,1,Q,295,1397,21,270,909,21,994,244,18
8215,104,1,Q,293,1237,16,327,1053,20,939,287,10
12748,106,1,V,194,919,14,160,1014,82,1047,133,47
49996,209,1,S,134,1236,16,133,982,30,1005,138,14
58975,213,1,V,203,1445,46,183,839,31,943,199,16
68769,223,1,S,193,1284,38,194,893,49,936,175,30
8387,104,1,Q,282,1028,16,295,943,14,947,295,6
11812,106,1,V,179,1158,21,163,997,67,1097,142,38
13446,106,1,V,180,1373,69,191,1011,64,1237,196,32
78249,232,1,S,265,1148,22,297,1004,21,1016,242,9
78137,232,1,S,267,1180,15,238,1002,26,1011,264,17
4574,102,1,Q,293,1149,30,307,964,12,967,252,2
78336,232,1,S,267,1144,27,315,1003,15,1017,291,8
63193,217,1,Q,306,1132,25,303,970,15,987,342,7
63557,217,1,Q,305,1079,5,312,934,51,947,302,8
48186,208,1,V,156,1244,42,141,876,37,979,130,27
8603,104,1,Q,293,1094,31,300,979,12,983,348,5
78385,232,1,S,262,1165,20,221,978,25,993,259,15
63289,217,1,Q,303,1086,24,331,960,18,980,307,8
78028,232,1,S,273,1083,28,280,972,21,982,254,14
63529,217,1,Q,298,1056,39,274,941,18,962,294,3
72512,228,1,V,220,1530,37,207,977,11,1014,248,4
42583,202,1,V,291,1051,23,289,955,21,992,324,9
67962,222,1,S,159,1170,24,126,894,30,940,125,9
59538,214,1,V,188,1297,27,205,957,50,984,193,31
5257,102,1,Q,296,1178,21,307,959,33,978,244,7
77606,232,1,S,265,1151,26,263,1009,21,1023,263,8
48704,208,1,F,220,1496,41,225,1029,25,1062,224,11
48350,208,1,V,203,1253,53,178,965,14,971,199,6
5227,102,1,Q,289,1195,24,278,965,12,970,320,9
5392,102,1,Q,297,1192,25,315,986,31,995,372,14
4479,102,1,Q,306,1189,20,311,976,16,987,298,6
77378,232,1,S,258,1053,17,229,959,27,970,259,13
12624,106,1,V,188,860,15,147,993,85,1054,132,55
63212,217,1,Q,321,1086,40,315,957,21,975,320,8
7800,104,1,Q,287,1095,38,280,979,14,994,208,4
78667,232,1,S,273,1208,26,272,1015,24,1028,265,8
78470,232,1,S,201,1123,28,168,991,15,1006,242,9
5456,102,1,Q,293,1174,22,299,967,13,974,257,6
65952,221,1,V,163,1214,68,206,979,66,1020,123,39
5340,102,1,Q,286,1185,24,263,958,13,962,295,7
69141,223,1,S,217,1047,23,201,847,13,874,232,9
78520,232,1,S,269,1140,22,271,987,22,1001,266,8
63350,217,1,Q,304,1130,39,303,981,23,995,316,5
70846,228,1,V,218,1487,40,204,954,60,1069,192,8
78754,232,1,S,278,1161,16,276,973,11,987,290,9
70461,223,1,V,186,1078,39,185,895,13,912,185,3
47797,208,1,V,186,1324,33,128,974,25,1013,200,17
57297,213,1,F,198,1558,28,210,919,28,1000,199,15
81879,234,1,S,150,1277,20,191,965,37,993,149,22
31758,119,1,V,204,1429,27,162,860,70,932,170,47
8505,104,1,Q,298,1098,24,330,979,17,987,270,3
4843,102,1,Q,299,1195,26,268,961,17,969,296,4
77683,232,1,S,253,1137,24,254,973,18,987,250,10
48230,208,1,F,221,1340,17,208,986,35,1016,223,21
1077,100,1,S,212,1222,21,211,889,37,972,205,18
8969,104,1,Q,282,1030,19,284,928,12,929,299,6
4679,102,1,Q,306,1176,24,314,936,35,955,260,8
71424,228,1,V,230,1488,34,220,983,22,1035,240,4
78909,233,1,S,165,1340,43,160,961,62,1001,163,39
78160,232,1,S,243,1100,23,264,972,22,984,238,14
8277,104,1,Q,275,1185,16,251,953,24,960,211,10
77237,232,1,S,258,1103,16,207,963,17,980,264,9
5396,102,1,Q,284,1178,25,269,985,48,1002,228,2
49230,208,1,F,219,1431,44,219,930,31,966,223,17
31850,119,1,V,191,1447,25,180,862,72,983,162,45
52224,209,1,S,143,1257,17,134,925,47,985,139,24
40800,200,1,V,107,1309,17,142,999,14,1019,68,5
5605,102,1,Q,283,1182,15,273,968,14,982,285,6
78863,232,1,S,261,1083,17,243,961,26,974,260,16
12966,106,1,V,180,1494,78,151,978,72,1120,131,38
57916,213,1,F,202,1576,26,197,966,28,1054,200,15
33213,119,1,V,191,1398,26,158,851,64,939,160,41
13810,107,1,Q,307,1427,26,262,862,24,972,255,19
77974,232,1,S,266,1151,26,263,970,25,979,224,17
77388,232,1,S,268,1121,27,301,998,23,1019,244,7
13668,107,1,Q,316,1375,33,301,998,69,1094,262,18
13430,106,1,V,192,1245,26,165,974,68,1133,139,37
8508,104,1,Q,296,1034,29,299,959,10,965,322,5
48155,208,1,V,209,1288,31,150,983,23,1019,226,19
5306,102,1,Q,288,1171,21,279,950,12,958,364,6
57393,213,1,F,191,1548,43,181,929,28,1010,195,15
4727,102,1,Q,289,1163,21,263,935,15,939,312,6
77596,232,1,S,260,1158,28,267,1010,19,1027,264,7
32427,119,1,V,185,1420,33,168,840,60,942,163,36
8339,104,1,Q,310,1186,20,345,1010,29,970,308,16
13801,107,1,Q,309,1447,22,287,828,13,842,317,5
13518,106,1,V,183,1063,79,169,954,76,1066,136,41
63147,217,1,Q,319,1100,41,322,954,23,965,341,8
60801,215,1,V,172,1368,37,167,973,23,1009,185,15
5234,102,1,Q,293,1186,28,280,959,17,974,295,6
63553,217,1,Q,296,1052,25,277,947,39,967,285,13
63328,217,1,Q,285,1088,24,302,951,43,986,199,13
77796,232,1,S,271,1096,18,314,972,16,987,267,9
78367,232,1,S,265,1157,22,313,996,22,1016,268,13
29688,118,1,S,222,1136,25,223,825,66,866,201,39
77414,232,1,S,249,1086,32,230,1002,13,1012,269,3
78792,232,1,S,262,1100,16,261,974,26,983,223,14
63304,217,1,Q,290,1065,33,301,949,22,995,229,6
57326,213,1,V,194,1510,45,194,926,29,1019,193,14
56738,213,1,F,195,1561,20,212,897,27,980,196,13
69187,223,1,S,239,1120,26,224,936,28,951,215,8
78569,232,1,S,258,1120,24,283,973,22,980,287,10
63308,217,1,Q,296,1265,32,246,973,28,987,273,16
67088,222,1,S,252,1069,13,251,970,32,1000,247,14
4569,102,1,Q,328,1118,22,348,1076,34,999,364,22
48632,208,1,V,175,1179,30,134,881,10,894,170,9
4780,102,1,Q,311,1183,25,278,982,14,983,387,7
48192,208,1,F,218,1476,47,211,969,33,1009,217,17
70282,223,1,V,177,1069,20,194,906,59,922,188,51
13300,106,1,V,196,1174,24,173,966,70,1108,146,37
70939,228,1,V,247,1433,43,234,914,21,954,313,8
4616,102,1,Q,288,1118,24,330,956,18,972,286,6
77792,232,1,S,272,1106,18,270,975,24,990,265,16
66005,221,1,V,164,1240,66,222,962,49,988,137,30
77206,232,1,S,265,1095,18,262,982,12,992,305,5
71257,228,1,V,215,1455,37,201,968,18,989,270,11
63545,217,1,Q,312,1078,31,276,927,46,954,321,8
78366,232,1,S,276,1186,21,244,996,23,1009,272,13
8720,104,1,Q,274,1178,29,303,989,34,988,265,26
77907,232,1,S,267,1102,23,274,977,15,990,242,8
8532,104,1,Q,298,1127,21,292,962,14,970,260,4
8808,104,1,Q,284,1134,20,321,965,14,957,269,10
70482,223,1,S,194,1304,32,191,839,28,895,191,9
5080,102,1,Q,325,1098,19,349,1057,35,976,343,14
7716,104,1,Q,305,1111,17,296,974,13,988,314,6
43126,203,1,V,141,1105,26,162,938,58,1214,138,32
4154,102,1,Q,310,1158,18,304,937,22,957,221,7
67076,222,1,S,165,1231,16,145,972,40,1009,131,15
12594,106,1,V,190,1462,40,151,1003,67,1072,137,43
30243,118,1,S,207,1154,20,209,748,13,818,217,7
70671,223,1,V,177,1064,19,196,900,50,917,180,41
63555,217,1,Q,285,1044,27,285,933,41,943,326,15
77962,232,1,S,268,1153,23,245,951,11,974,288,7
13589,106,1,V,179,1502,76,156,986,74,1103,133,43
56775,213,1,V,95,1463,42,122,941,27,1027,125,14
13333,106,1,V,186,1199,78,156,990,74,1092,135,39
15877,109,1,V,195,1124,24,246,928,63,1003,222,48
32940,119,1,V,193,1418,31,155,831,67,900,157,45
8868,104,1,Q,284,1192,22,285,979,39,970,295,24
5399,102,1,Q,300,1173,31,292,987,30,1013,292,12
7830,104,1,Q,283,1198,27,265,908,11,954,300,4
66026,221,1,V,163,1246,63,193,944,81,977,199,50
4298,102,1,Q,270,1137,17,253,954,21,968,246,7
59600,214,1,V,190,1290,30,202,979,40,1018,197,33
78869,232,1,S,267,1144,17,273,977,22,996,267,9
78742,232,1,S,271,1151,20,324,978,23,990,247,15
42012,201,1,S,176,1079,39,171,975,31,1023,172,8
56805,213,1,V,195,1500,47,193,879,27,981,191,14
77819,232,1,S,263,1100,24,219,969,21,985,265,15
42071,201,1,S,192,1182,86,181,994,53,1040,161,20
57357,213,1,V,196,1580,49,199,978,26,1053,193,13
44253,203,1,V,129,780,13,170,960,57,987,98,37
78439,232,1,S,264,1168,20,272,1013,13,1024,289,5
5049,102,1,Q,296,1165,17,280,961,14,972,237,6
4283,102,1,Q,289,1159,29,269,969,41,988,250,3
77728,232,1,S,266,1112,22,287,982,30,991,267,21
5247,102,1,Q,296,1173,17,297,954,22,963,352,10
58774,213,1,V,166,1023,11,149,1026,75,1147,145,43
22597,114,1,V,185,786,7,192,1002,57,1047,194,26
5629,102,1,Q,295,1158,19,306,955,33,980,311,13
13903,107,1,Q,315,1273,44,292,913,56,1034,251,18
58823,213,1,V,206,1482,49,183,921,27,982,203,14
69991,223,1,S,192,1252,35,192,904,55,963,169,35
56508,213,1,F,193,1509,18,174,957,26,1033,193,13
78363,232,1,S,250,1208,18,191,988,14,1006,266,7
70274,223,1,V,180,1068,19,182,911,25,925,181,3
12960,106,1,V,197,1492,84,162,981,81,1125,142,45
63279,217,1,Q,317,1163,6,308,1006,22,1009,348,4
13435,106,1,V,184,1347,73,199,998,67,1212,204,32
4484,102,1,Q,296,1159,18,291,944,46,962,297,7
13441,106,1,V,191,1259,25,170,1018,72,1155,153,38
31611,119,1,V,207,1442,30,168,847,71,941,165,45
4915,102,1,Q,299,1203,27,325,975,26,1002,292,6
48323,208,1,F,218,1404,45,201,952,29,975,222,14
63216,217,1,Q,286,1088,30,252,954,21,973,287,7
13855,107,1,Q,297,1280,91,266,894,51,1020,239,17
8862,104,1,Q,282,1054,20,270,970,20,974,310,2
7965,104,1,Q,297,1054,43,288,933,47,960,264,2
13725,107,1,Q,297,1284,38,249,874,14,882,309,9
4898,102,1,Q,283,1179,16,295,945,12,947,320,3
49770,209,1,S,143,1370,26,117,996,59,1067,131,26
71390,228,1,V,193,1478,32,183,954,19,1070,178,12
8654,104,1,Q,307,1113,19,314,949,20,966,309,8
4233,102,1,Q,307,1172,24,300,961,32,987,232,14
58454,213,1,F,208,1477,21,207,907,29,1021,208,16
78248,232,1,S,266,1147,20,214,1011,14,1027,273,7
8914,104,1,Q,327,1184,21,365,1021,35,986,355,22
33217,119,1,V,219,1387,35,167,881,62,966,163,38
7776,104,1,Q,307,1083,17,305,932,15,943,346,3
13496,106,1,V,191,1189,8,189,993,65,1152,196,30
5610,102,1,Q,300,1168,23,301,962,14,970,244,3
78203,232,1,S,276,1173,18,259,1007,19,1023,277,9
78801,232,1,S,273,1128,28,261,966,24,981,227,8
7710,104,1,Q,272,1178,25,313,971,18,966,295,8
63324,217,1,Q,283,1065,27,302,934,19,959,290,4
5055,102,1,Q,320,1197,24,303,952,16,957,297,6
78118,232,1,S,251,1162,27,251,992,16,1003,267,9
48111,208,1,F,206,1295,46,198,927,35,967,205,17
78690,232,1,S,285,1153,28,253,981,13,1002,327,8
8886,104,1,Q,287,1043,28,291,953,10,958,294,4
13249,106,1,V,179,1082,71,164,980,79,1062,137,46
56158,213,1,V,167,918,14,148,949,81,1114,137,41
4257,102,1,Q,302,1158,25,283,947,15,960,326,3
56298,213,1,F,194,1561,49,191,971,26,1053,192,13
77285,232,1,S,254,1133,24,255,1019,26,1033,251,18
71245,228,1,V,200,1391,37,186,992,16,1076,180,7
5323,102,1,Q,306,1168,21,331,962,34,984,262,16
57351,213,1,V,162,957,11,152,998,80,1157,134,44
78498,232,1,S,260,1159,23,297,971,24,981,260,12
65400,220,1,S,190,1240,16,172,822,85,943,138,66
77196,232,1,S,261,1093,12,255,991,11,1007,268,6
71199,228,1,V,102,1420,33,149,974,12,1052,91,3
4421,102,1,Q,267,1133,16,252,959,14,965,303,6
5201,102,1,Q,305,1190,30,334,962,30,973,357,15
81841,234,1,S,212,1368,19,212,1020,13,1046,203,5
32606,119,1,V,191,1450,30,155,859,64,950,163,41
67856,222,1,S,163,1266,15,143,995,35,1050,130,11
77429,232,1,S,256,1119,17,261,1001,16,1015,255,10
5434,102,1,Q,314,1140,38,304,951,40,968,310,3
63286,217,1,Q,298,1070,30,276,935,27,958,264,9
13951,107,1,Q,295,1347,30,267,878,50,977,250,16
47895,208,1,V,147,1309,76,135,978,43,1054,121,24
4487,102,1,Q,282,1211,15,268,966,13,984,246,5
8856,104,1,Q,279,1072,21,245,943,10,946,272,6
57308,213,1,V,82,950,11,114,984,79,1145,67,44
13907,107,1,Q,319,1274,36,292,917,55,1035,258,15
43880,203,1,V,20,617,13,78,1002,57,1055,0,33
1234,100,1,S,216,1251,18,216,930,33,995,221,16
5470,102,1,Q,284,1166,29,288,974,12,975,308,2
47538,208,1,F,206,1434,42,196,975,31,1016,205,16
63376,217,1,Q,298,1014,53,235,911,44,943,294,21
78379,232,1,S,233,1192,34,177,988,13,999,239,7
5036,102,1,Q,303,1169,16,294,954,13,969,321,5
47736,208,1,F,203,1348,44,199,963,39,1006,204,19
71358,228,1,V,221,1418,36,209,939,69,1031,208,14
8850,104,1,Q,297,1063,35,306,964,20,961,350,7
57781,213,1,F,210,1557,24,221,917,29,1011,204,15
33192,119,1,V,188,1376,32,178,801,67,907,160,44
4704,102,1,Q,301,1110,34,293,940,13,941,334,7
60682,215,1,V,162,1341,8,146,976,12,991,183,9
48701,208,1,F,188,1307,39,178,925,33,952,190,17
50784,209,1,S,152,1261,16,126,930,71,986,130,28
80411,233,1,V,159,1339,33,98,874,44,979,162,39
4315,102,1,Q,309,1152,17,305,960,12,981,248,5
42579,202,1,S,171,1243,73,173,958,58,1064,165,32
